title,deadline,country,estimated_value_eur,tender_url,notice_id,cpv_codes,description,buyer_name
Germany – Recording systems and exploration devices,,DEU,,https://ted.europa.eu/en/notice/-/detail/849216-2025,849216-2025,33120000|33121100|33120000|33121100,"Diese Marktansprache dient der Überprüfung des Marktinteresses und der Machbarkeit der geplanten Vorhaben. Ziel ist es, von den Interessenten eine aussagekräftige, nachvollziehbare und weiterführende Rückmeldung zu erhalten. Bei dem vorliegenden Markterkundungsverfahren im Sinne des § 28 Abs. 1 VgV handelt es sich um ein nicht-förmliches, transparentes und diskriminierungsfreies Verfahren außerhalb des Vergaberechts. Die Marktkonsultation dient allein zur Vorbereitung eines späteren Vergabeverfahrens. Es wird darauf hingewiesen, dass das Universitätsklinikum Aachen AöR nicht an die Ergebnisse des Markterkundungsverfahrens gebunden ist. Die Teilnehmer am Verfahren sind an ihre im Rahmen der Markterkundung aufgeführten Aussagen nicht vertraglich und auch nicht im Rahmen eines etwaigen späteren Vergabeverfahrens gebunden. Die im Rahmen der Markterkundung durch die Teilnehmer eingereichten Unterlagen gehen in das Eigentum des Universitätsklinikums Aachen AöR über. Die Teilnehmer erklären ihr Einverständnis, dass das Universitätsklinikum Aachen AöR die im Rahmen des Markterkundungsverfahrens gewonnenen Erkenntnisse und Informationen für das eventuell folgende Vergabeverfahren nutzen kann, es sei denn, ein Teilnehmer hat das ausdrücklich untersagt. Eine Erstattung der Kosten, die den Teilnehmern durch die Bearbeitung in diesem Verfahren entstehen, ist ausgeschlossen. Ein Anspruch auf Vergütung für die Teilnahme besteht nicht. Der Rechtsweg ist ausgeschlossen. Die Vergabestelle hat durch europaweite Bekanntmachung (Absendung am 18.12.2025) ein Markterkundungsverfahren eingeleitet. Diese Vorinformation dient dem Zweck, Unternehmen anzusprechen, die Interesse an einer Teilnahme an dieser Markterkundung haben und der Zielstellung entsprechende Lösungen anbieten oder daran interessiert sind. . Sofern Sie an der Markterkundung interessiert sind, sind Sie aufgefordert, Ihr Interesse umgehend formlos per E-Mail an vergabestelle@ukaachen.de zu bekunden. . Nach Eingang einer entsprechenden Interessenbekundung erhalten Sie weitere, nicht öffentlich zugängliche, Unterlagen, mit denen im Rahmen des strukturierten Markterkundungsverfahrens Fragen dem Universitätsklinikum Aachen AöR zum Leistungsumfang, organisatori-schen und technischen Rahmenbedingungen sowie Anpassungs- und Weiterentwicklungsmöglichkeiten erhoben werden sollen und die Grundlage der Diskussion mit den Interessenten im Rahmen der Markterkundung werden sollen. Die Interessenten werden daher gebeten das in diesem Dokument dargestellte Vorhaben zu reflektieren und ihre Ideen, Vorschläge zur Umsetzung und wirtschaftlichen Aussagen in strukturierter Form an das Universitätsklinikum Aachen AöR bis zum 19.01.2025 formlos per E-Mail an vergabestelle@ukaachen.de einzureichen. Diejenigen Interessenten, die diesen Anforderungen soweit nachgekommen sind, werden ggf. anschließend zur Darstellung ihrer Konzepte eingeladen. Der Dialog im Rahmen des strukturierten Markterkundungsverfahrens soll entweder als Vor-Ort Termin oder notfalls mittels Video-/Telefonkonferenz erfolgen und einen Dialog über die eingereichten Unterlagen sowie deren Auswirkungen auf die Abfragen des Universitätsklinikums Aachen AöR ermöglichen. . Zeitplan Im Folgenden wird der voraussichtliche Zeitplan für die Markterkundung dargestellt: - Veröffentlichung der Markterkundungsunterlagen am 18.12.2025 - Erklärung Interesse an der Teilnahme: schnellstmöglich - Interviews und Präsentation der Ausarbeitungen durch die Anbieter 1. Quartal 2025 . Kommunikation und Dialog Die zur Teilnahme an der Marktansprache eingeladenen Interessenten können gerne Aufklärungsfragen stellen oder Hinweise zur Marktansprache unter der nachfolgenden E-Mailadresse übermitteln: vergabestelle@ukaachen.de Von den Interessenten eingereichte Dokumente werden vertraulich behandelt und es werden keine Informationen an Dritte - mit Ausnahme des Auftraggebers sowie der evtl. zu beteiligenden Bera-tungsunternehmen - weitergeben. Die eingereichten Ideen und Vor",Universitätsklinikum Aachen AöR
Poland – X-ray devices,2026-01-05,POL,,https://ted.europa.eu/en/notice/-/detail/849248-2025,849248-2025,33111000|33100000|33111000|33100000,"Przedmiotem zamówienia jest zakup, dostawa, montaż i uruchomienie aparatu RTG stacjonarnego z funkcją fluoroskopii w asortymencie i ilości wyszczególnionej w Załączniku nr 2 do SWZ - Formularz asortymentowo - cenowym wraz z adaptacją pomieszczeń Samodzielnego Publicznego Zakładu Opieki Zdrowotnej Wojewódzkiego Szpitala Zespolonego im. Jędrzeja Śniadeckiego w Białymstoku wraz z niezbędnym do uruchomienia oprogramowaniem, transportem i wniesieniem do wskazanego przez Zamawiającego pomieszczenia oraz instalacją i przeszkoleniem personelu medycznego i technicznego.",Samodzielny Publiczny ZOZ Wojewódzki Szpital Zespolony im. Jędrzeja Śniadeckiego w Białymstoku
Finland – Medical equipments,2026-01-19,FIN,,https://ted.europa.eu/en/notice/-/detail/849263-2025,849263-2025,33100000|33100000,"Hankinta koskee leikkaus- ja anestesiaosaston käyttöön tulevaa yleisortopediaan soveltuvan C-kaaren hankintaa. C-kaaren tulee soveltua selkä, käden, jalan, lantion, selkärangan, urologisiin sekä ortopedisiin kuvauksiin. Hankinta sisältää laitteen lisäksi, huollon, kulutustarvikkeina hankittavat suojapussit sekä mahdolliset lisäosat optiona.",Sansia Oy
"Germany – Imaging equipment for medical, dental and veterinary use",2026-01-09,DEU,,https://ted.europa.eu/en/notice/-/detail/849320-2025,849320-2025,33110000|33111000|33111800|33113000|33115100|33110000|33111000|33111800|33113000|33115100,"Die Medizinische Hochschule Hannover (MHH) beschafft für ihr Zentrum für präklinische molekulare Bildgebung in der Klinik für Nuklearmedizin ein kombiniertes Kleintier-PET/MR-System und SPECT/PET/CT-System als Ersatz für das vorhandene PET/CT und SPECT/CT. Beide zu ersetzende Geräte wurden 2011 über Forschungsgroßgeräte-Anträge gefördert. Die Geräte sind derzeit ausgelastet, aber nach 12 Jahren zunehmend störungsanfällig. Durch das hier beantragte PET/MR wird die Modalität der Kleintier-Magnetresonanztomographie in das Zentrum eingeführt. Diese wurde in bisherigen Experimenten als komplementärer Endpunkt genutzt, konnte jedoch nur unter hohem logistischem Aufwand durch Tiertransport in ein auf der anderen Seite des MHH-Campus gelegenes Standalone-MR-System realisiert werden. Die am häufigsten eingesetzte Modalität der PET soll in Zukunft in beiden Systemen des Zentrums verfügbar sein, um optimale Ressourcen-Nutzung und ein Ausfallkonzept zu gewährleisten. Die beiden weiteren translational relevanten Modalitäten der SPECT und der CT werden durch das parallel beantragte zweite System abgedeckt. Im Sinne flüssiger Arbeitsabläufe und damit auch im Sinne des Tierschutzes (Dauer der Narkosen) ist es zwingend erforderlich, dass die angebotenen Systeme vom selben Hersteller und vollständig miteinander kompatibel sind. Das Zentrum für molekulare Bildgebung wird von der DFG seit 2021 als Core Facility gefördert. Es stellt einen wichtigen Baustein im translationalen Gesamtkonzept der Klinik für Nuklearmedizin dar. Neben einem eigenen Zyklotron und umfangreichen Syntheselabors für die Tracerentwicklung werden florierende klinische PET- und SPECT-Zentren sowie eine Therapie-Einheit betrieben, in die neue Tracer über erfolgreiche präklinische Experimente überführt werden. Die Klinik für Nuklearmedizin nutzt die präklinische molekulare Bildgebung in mehreren Sachbeihilfen, einer Heisenberg-Professur für präklinische und translationale kardiovaskuläre molekulare Bildgebung, sowie einem Leducq Transatlantic Network. Das Zentrum dient darüber hinaus der gesamten MHH als Kernbereich für verschiedene Verbundprojekte wie das ""Forschungszentrum für translationale regenerative Medizin"" (Rebirth; ehemaliges Exzellenzcluster), das aktive Exzellenzcluster ""Hearing for all"", das Comprehensive Cancer Center Niedersachsen (CCC-N), die MHH-Standorte der deutschen Zentren für Gesundheitsforschung (DZIF, DZL), die klinische Forschergruppe 311, sowie mehrere laufende weitere SFB- und Exzellenzcluster-Initiativen. Übergeordnete Ziele aller Forschungsprojekte sind: (1) die Gewinnung von mechanistischen Einblicken in Krankheits-Abläufe und therapeutische Interventionen, (2) die Etablierung von neuen Radiopharmaka, (3) die Unterstützung von therapeutisch fokussierten Kooperationspartnern im ""Drug Development"" und (4) die Etablierung von bildgebungsgesteuerten therapeutischen Interventionen. Die Ausschreibung und diese Leistungsbeschreibung beinhalten die Beschaffung der vorgenannten präklinischen Bildgebungssysteme inklusive Installation, Inbetriebnahme und Schulung sowie der Option zum Abschluss einer langfristigen Wartungsvereinbarung zur vorbeugenden Instandhaltung. Die Lieferung, Montage und Abnahme des Gerätes soll geplant im Haushaltsjahr 2026 erfolgen. Der genaue Zeitplan ist jedoch in Abhängigkeit von den begleitenden baulichen Maßnahmen geprägt.",Medizinische Hochschule Hannover
Czechia – Miscellaneous medical devices and products,2026-01-09,CZE,,https://ted.europa.eu/en/notice/-/detail/849403-2025,849403-2025,33190000|33190000|33190000,"Předmětem veřejné zakázky pro část 3A_2 – Končetiny a pánve bude dodávka instrumentárií pro KA 2 – Pokročilé kurzy úrazové chirurgie, a to dle seznamu instrumentárií tvořícím přílohu č. 1 zadávací dokumentace. Kurzy budou probíhat v Brně. Celkem je plánováno 11 kurzů. Předmětem veřejné zakázky pro část 3A_2 – Zevní fixace bude dodávka instrumentárií pro KA 2 – Pokročilé kurzy úrazové chirurgie, a to dle seznamu instrumentárií tvořícím přílohu č. 1 zadávací dokumentace. Kurzy budou probíhat v Brně. Celkem jsou plánovány 4 kurzy na suchých kostech.",Institut postgraduálního vzdělávání ve zdravotnictví
Sweden – Medical equipments,2026-01-26,SWE,,https://ted.europa.eu/en/notice/-/detail/849477-2025,849477-2025,33100000|33190000|38000000|44162000|44164200|33100000|33190000|38000000|44162000|44164200,"Upphandlingen avser ett modernt, verksamhetsanpassat och driftsäkert rörpostsystem som möjliggör en direkt och effektiv provtransportväg från Akutmottagningen till Försorterare 2 vid KKF. Lösningen ska vara fabriksny, baserad på senaste teknik och bidra till korta ledtider, hög tillgänglighet och ett robust flöde för provhantering. Upphandlingen ska även säkerställa tillgång till nödvändigt underhållsmaterial under hela avtalstiden.",Region Uppsala
Denmark – Beds for medical use,,DNK,,https://ted.europa.eu/en/notice/-/detail/849550-2025,849550-2025,33192100|33192100,"Hjælpemiddelcentret i Københavns Kommune forbereder udbud af levering af plejesenge for en periode på 4 år.I den forbindelse inviteres interesserede tilbudsgivere til markedsdialog om opgaven.Udkast til opgavebeskrivelse og kravspecifikation kan ses i vedlagte dokument.Interesserede kan tilmelde sig ved at sende en besked i kommunikationsfanen Mercell inden mandag den 5. januar 2026.Interesserede skal medbringe plejesenge til markedsdialogen efter aftale.Markedsdialogen afholdes som individuelle møder, efter aftale i januar måned 2026 på Hjælpemiddelcentret, Hans Knudsens Plads 3, 2100 København Ø.",Københavns Kommune - Sundheds- og Omsorgsforvaltningen
Belgium – Operating tables,2026-01-14,BEL,,https://ted.europa.eu/en/notice/-/detail/849552-2025,849552-2025,33192230|33192230|33192230,"Het Jan Yperman ziekenhuis wenst voor het operatiekwartier nieuwe mobiele operatietafels aan te kopen. De opdracht omvat de aankoop, levering, installatie en de indienststelling. Hierbij zijn ook het onderhoud en de nodige opleidingen inbegrepen. We zijn op zoek naar 1 inschrijver die 20 mobiele, gemotoriseerde operatietafels kan aanbieden. Alle hulpstukken dienen uitwisselbaar te zijn op alle tafels. De tafels dienen minstens 30° Trendelenburg aan te kunnen, maar voor minstens 5 tafels dient ook minstens 45° Trendelenburg mogelijk te zijn. Het betreft een éénmalige levering na sluiting van de opdracht. Er dient een onderhoudscontract worden aangeboden, dat verlengd kan worden over de volledige levensduur van de tafels. Ook moet het mogelijk zijn om tijdens de levensduur extra (vervang)hulpstukken aan te kopen aan de modaliteiten van deze opdracht.",vzw Jan Yperman Ziekenhuis
Czechia – Office furniture,2023-06-23,CZE,,https://ted.europa.eu/en/notice/-/detail/849663-2025,849663-2025,39130000|33192000|39151300|39151000|39141000|39180000|39156000|39130000|33192000|39151300|39151000|39141000|39180000|39156000,"Předmětem plnění je zajištění dodávek zejména modulového (standardizovaného) kancelářského, kuchyňského a zdravotnického nábytku včetně dopravy na místo určení, manipulace, montáže, úklidu a likvidace obalového materiálu. Ve výjimečných případech může být předmětem dílčího minitendru dodávka nábytku na míru (atypů) dle konkrétních požadavků zadavatele.",Institut klinické a experimentální medicíny
France – Medical consumables,2026-01-23,FRA,,https://ted.europa.eu/en/notice/-/detail/849674-2025,849674-2025,33140000|33140000,"Fourniture de dispositifs médicaux de rythmologie pour les Etablissements de santé de Bretagne, réunis au sein d'un groupement de commandes coordonné par le Centre hospitalier Bretagne Atlantique. Le marché public est composé de 43 lots dont les spécifications techniques sont définies au cahier des clauses techniques particulières et son annexe 1, le Catalogue des besoins.",Centre hospitalier Bretagne Atlantique
Poland – Antiseptics and disinfectants,2026-01-21,POL,,https://ted.europa.eu/en/notice/-/detail/849681-2025,849681-2025,33631600|33140000|24000000|33631600|33631600|33631600|33631600|33631600|33631600|33631600|33631600|33140000|24000000|33140000|33140000|33140000|33140000|33140000|33140000|33140000,"1. Przedmiotem zamówienia są dostawy środków do dezynfekcji i odkażania skóry oraz narzędzi chirurgicznych i innych wyrobów medycznych, wyszczególnionych w częściach dla Uniwersyteckiego Szpitala Klinicznego im. Fryderyka Chopina w Rzeszowie, a w tym: Preparaty do higienicznej i chirurgicznej dezynfekcji skóry i narzędzi – 12 pozycji w Części. 2. Szczegółowy opis przedmiotu zamówienia, wymagania Zamawiającego określono w Formularzu cenowo – ofertowym – Załącznik nr 1 do SWZ dla Części nr 1, będącym integralną częścią SWZ. 3. Zakres zamówienia obejmuje dostawę przedmiotów zamówienia w ilościach wyszczególnionych w Formularzu cenowo – ofertowym na okres: - Część nr 1 – 24 miesięcy 4. Zamawiający dopuszcza rozwiązania równoważne jak opisano w SWZ. 5. TERMIN WYKONANIA ZAMÓWIENIA: 1). Dostawa przedmiotów zamówienia: Część nr 1 - przez 24 miesiące, licząc od daty zawarcia umowy. 2). Zamawiający w Części nr 1 dopuszcza możliwość zmiany terminu obowiązywania umowy zawartej z Wykonawcą w przypadku nie zrealizowania w okresie jej trwania całości przedmiotu umowy. W takim przypadku zmiana umowy wymaga podpisania aneksu, z tym że Zamawiający jednostronnie zawiadamia Wykonawcę o proponowanym przedłużeniu umowy przed upływem terminu na jaki została ona zawarta. 1. Przedmiotem zamówienia są dostawy środków do dezynfekcji i odkażania skóry oraz narzędzi chirurgicznych i innych wyrobów medycznych, wyszczególnionych w częściach dla Uniwersyteckiego Szpitala Klinicznego im. Fryderyka Chopina w Rzeszowie, a w tym: Preparaty do higienicznej i chirurgicznej dezynfekcji skóry – 10 pozycji w Części. 2. Szczegółowy opis przedmiotu zamówienia, wymagania Zamawiającego określono w Formularzu cenowo – ofertowym – Załącznik nr 1 do SWZ dla Części nr 2, będącym integralną częścią SWZ. 3. Zakres zamówienia obejmuje dostawę przedmiotów zamówienia w ilościach wyszczególnionych w Formularzu cenowo – ofertowym na okres: - Część nr 2 – 24 miesięcy 4. Zamawiający dopuszcza rozwiązania równoważne jak opisano w SWZ. 5. TERMIN WYKONANIA ZAMÓWIENIA: 1). Dostawa przedmiotów zamówienia: Część nr 2 - przez 24 miesiące, licząc od daty zawarcia umowy. 2). Zamawiający w Części nr 2 dopuszcza możliwość zmiany terminu obowiązywania umowy zawartej z Wykonawcą w przypadku nie zrealizowania w okresie jej trwania całości przedmiotu umowy. W takim przypadku zmiana umowy wymaga podpisania aneksu, z tym że Zamawiający jednostronnie zawiadamia Wykonawcę o proponowanym przedłużeniu umowy przed upływem terminu na jaki została ona zawarta. 1. Przedmiotem zamówienia są dostawy środków do dezynfekcji i odkażania skóry oraz narzędzi chirurgicznych i innych wyrobów medycznych, wyszczególnionych w częściach dla Uniwersyteckiego Szpitala Klinicznego im. Fryderyka Chopina w Rzeszowie, a w tym: Preparaty do higienicznej i chirurgicznej dezynfekcji skóry i narzędzi – 10 pozycji w Części. 2. Szczegółowy opis przedmiotu zamówienia, wymagania Zamawiającego określono w Formularzu cenowo – ofertowym – Załącznik nr 1 do SWZ dla Części nr 3, będącym integralną częścią SWZ. 3. Zakres zamówienia obejmuje dostawę przedmiotów zamówienia w ilościach wyszczególnionych w Formularzu cenowo – ofertowym na okres: - Część nr 3 – 24 miesięcy 4. Zamawiający dopuszcza rozwiązania równoważne jak opisano w SWZ. 5. TERMIN WYKONANIA ZAMÓWIENIA: 1). Dostawa przedmiotów zamówienia: Część nr 3 - przez 24 miesiące, licząc od daty zawarcia umowy. 2). Zamawiający w Części nr 3 dopuszcza możliwość zmiany terminu obowiązywania umowy zawartej z Wykonawcą w przypadku nie zrealizowania w okresie jej trwania całości przedmiotu umowy. W takim przypadku zmiana umowy wymaga podpisania aneksu, z tym że Zamawiający jednostronnie zawiadamia Wykonawcę o proponowanym przedłużeniu umowy przed upływem terminu na jaki została ona zawarta. 1. Przedmiotem zamówienia są dostawy środków do dezynfekcji i odkażania skóry oraz narzędzi chirurgicznych i innych wyrobów medycznych, wyszczególnionych w częściach dla Uniwersyteckiego Szpitala Klinicznego",Uniwersytecki Szpital Kliniczny im. Fryderyka Chopina w Rzeszowie
Sweden – Medical equipments,,SWE,,https://ted.europa.eu/en/notice/-/detail/849865-2025,849865-2025,33100000|33194110|42122410|33100000|33194110|42122410,"Akutsjukhusnämnden genom Södersjukhusets förvaltning, efterfrågar synpunkter inför upphandling av Infusionssystem. Vid denna externremiss får leverantör möjlighet att lämna synpunkter på utkast av kravspecifikation samt lämna svar på en del frågor kring en planerad upphandling.","Akutsjukhusnämnden i Region Stockholm, Södersjukhuset"
Poland – Medical consumables,2026-01-22,POL,,https://ted.europa.eu/en/notice/-/detail/849942-2025,849942-2025,33140000|33111710|33140000|33140000|33140000|33140000|33140000|33140000|33140000|33111710|33111710|33111710|33111710|33111710|33111710|33111710,"Pakiet nr 1 – Cewniki diagnostyczne Pakiet nr 2 – Kranik trójdrożny wysokociśnieniowy 20 bar Pakiet nr 3 – Prowadnik stalowy pokryty teflonem 0,032”, 0,035”, 0,038” Pakiet nr 4 – Stent samorozprężalny dedykowany do tętnic poniżej kolana Pakiet nr 5 – Zatyczka naczyniowa do małych naczyń Pakiet nr 6 – Zatyczka naczyniowa do naczyń obwodowych Pakiet nr 7 – Introduktor prosty z zastawką hemostatyczną",Samodzielny Publiczny Szpital Kliniczny im. A.Mielęckiego Śląskiego Uniwersytetu Medycznego w Katowicach
"Finland – Medical equipments, pharmaceuticals and personal care products",2026-01-30,FIN,,https://ted.europa.eu/en/notice/-/detail/850045-2025,850045-2025,33000000|33100000|33000000|33000000|33000000|33100000|33100000|33100000,"Osa-alueen sisällä kilpailutetaan seuraavat nimikeryhmät: 1. Biopsia ohutneula 2. Biopsia paksuneula automaattinen 3. Biopsia paksuneula automaattinen, urologia 4. Biopsia paksuneula automaattinen, fullcore 5. Biopsia paksuneula semiautomaattiin 6. Biopsia paksuneula, ohjelmoitava semiautomaattinen ja automaattinen 7. Biopsia paksuneula mk kahvaan 8. Biopsianeula coaxial Osa-alueen sisäiset osatarjoukset ja rinnakkaistarjoukset ovat sallittuja. Jokaiselle nimikkeelle valitaan kolme (3) tuotetta etusijajärjestyksen mukaisesti. Etusijajärjestys määräytyy hinnan mukaan, laatu on huomioitu pakottavina vaatimuksina. Ensimmäiseksi sijoitettua tuotetta tilataan aina ensisijaisesti, muiden sijoittuneiden osalta tilaukseen tulee olla hoidolliset perusteet. Pyydämme huomioimaan, että valinta on tuotekohtainen. Toisin sanoen toimittaja voi tarjota valikoimastaan useampaa tuotetta ja tulla valituksi useamman tuotteen osalta etusijajärjestykseen. Tarjous jätetään Excel taulukolla ""Liite 3 Tuoteluettelo ja hinnasto"". Osa-alueen sisällä kilpailutetaan seuraavat nimikeryhmät: 1. Biopsianeula luuydin koepala, T-kahva 2. Biopsianeula luuydin aspiraatio, T-kahva 3. Biopsianeula luuydin aspiraatio, säädettävä 4. Biopsianeula coaxial luu 5. Biopsianeulasetti luu 6. Skleroottisen luun biopsianeulasetti Osa-alueen sisäiset osatarjoukset ja rinnakkaistarjoukset ovat sallittuja. Jokaiselle nimikkeelle valitaan kaksi (2) - kolme (3) tuotetta etusijajärjestyksen mukaisesti. Etusijajärjestys määräytyy hinnan mukaan, laatu on huomioitu pakottavina vaatimuksina. Ensimmäiseksi sijoitettua tuotetta tilataan aina ensisijaisesti, muiden sijoittuneiden osalta tilaukseen tulee olla hoidolliset perusteet. Valittavien tuotteiden määrä on ilmoitettu Excelissä nimikekohtaisesti. Pyydämme huomioimaan, että valinta on tuotekohtainen. Toisin sanoen toimittaja voi tarjota valikoimastaan useampaa tuotetta ja tulla valituksi useamman tuotteen osalta etusijajärjestykseen. Tarjous jätetään Excel taulukolla ""Liite 3 Tuoteluettelo ja hinnasto"". Osa-alueen sisällä kilpailutetaan seuraavat nimikeryhmät: 1. Mammografia ihomerkkaus 2. Mammografia merkkauslanka 3. Duktografianeula 4. Mammografiaklipsi: tomografia-, stereo- ja varjoainemammografia 5. Mammografiaklipsi: ultraääniohjaus 6. Mammografiaklipsi: magneettiohjaus Osa-alueen sisäiset osatarjoukset ja rinnakkaistarjoukset ovat sallittuja. Jokaiselle nimikkeelle valitaan etusijajärjestykseen kaksi (2) tuotetta. Etusijajärjestys määräytyy hinnan mukaan, laatu on huomioitu pakottavina vaatimuksina. Etusijajärjestyksessä ensimmäiseksi sijoitettua tuotetta tilataan aina ensisijaisesti, muiden sijoittuneiden osalta tilaukseen tulee olla hoidolliset perusteet. Pyydämme huomioimaan, että valinta on tuotekohtainen. Toisin sanoen toimittaja voi tarjota valikoimastaan useampaa tuotetta ja tulla valituksi useamman tuotteen osalta etusijajärjestykseen. Tarjous jätetään Excel taulukolla ""Liite 3 Tuoteluettelo ja hinnasto"".",Pohjois-Pohjanmaan hyvinvointialue
Finland – Devices and instruments for transfusion and infusion,2026-02-19,FIN,,https://ted.europa.eu/en/notice/-/detail/850063-2025,850063-2025,33194000|33194000,"Hankinnan kohteena on tarjouspyynnössä ja sen liitteissä mainittu laite, siihen liittyvä huolto ja mahdolliset käytön vaatimat laitesidonnaiset tarvikkeet sekä kokonaisuuden vaatimat integraatiot liitteissä määritetyllä tavalla. Mikäli laitteiden hankintaan varattu määräraha ei riittäisikään hankinnan toteuttamiseen Hankintayksikkö varaa oikeuden: - muuttaa tarjouspyynnössä ilmoitettujen laitteiden määrää - keskeyttää hankinnan tai sen osan - irtisanoa jo tehdyn hankintasopimuksen tai sen osan ilman irtisanomisaikaa",Varsinais-Suomen hyvinvointialue
Croatia – Medical consumables,2026-01-19,HRV,,https://ted.europa.eu/en/notice/-/detail/850128-2025,850128-2025,33140000|33140000|33140000,NABAVA VAKUUM SISTEMA ZA UZORKOVANJE VENSKE I KAPILARNE KRVI I MOKRAĆE NABAVA VAKUUM SISTEMA ZA UZORKOVANJE KAPILARNE KRVI,Klinička bolnica Merkur
Czechia – Radiotherapy devices and supplies,2026-01-21,CZE,,https://ted.europa.eu/en/notice/-/detail/850153-2025,850153-2025,33151000|33140000|50421000|33151000|33140000|50421000,"Předmětem této veřejné zakázky je dodávka 1 ks přístroje pro automatickou přípravu radiofarmak pro potřeby Oddělení nukleární medicíny Krajské zdravotní, a.s. – MNUL, o.z. Součástí plnění je rovněž dodávka odpovídajícího příslušenství a zajištění průběžných dodávek vázaného spotřebního materiálu k tomuto zdravotnickému prostředku po dobu 4 let při předpokládaném počtu 15 PSMA pacientů týdně a 3 TOC pacientů týdně a to: Kazety pro promytí generátoru – 12 ks ročně Kazety pro eluci generátoru – 12 ks ročně Kazety pro přípravu PSMA-11 – 250 ks ročně Kazety pro přípravu Somakit-TOC – 150 ks ročně HCl (vak sterilní HCl) – 24 ks ročně Pozáruční servis na 96 měsíců.","Krajská zdravotní, a.s."
Sweden – Blood and fluid warming,2026-01-26,SWE,,https://ted.europa.eu/en/notice/-/detail/850196-2025,850196-2025,33186200|33186200|33186200|33100000|33186000|33100000|33186000,Upphandlingen avser ett ramavtal för utrustning för blod- och vätskevärmare/ högflödesinfusionssystem samt option på moduler och/eller reservdelar tillhörande offererat blod- och vätskevärmare/högflödesinfusionssystem och serviceavtal för offererat blod- och vätskevärmare/högflödesinfusionssystem.   I fall det saknas befintligt avtal för förbrukning för det vinnande anbudet för blod- och vätskevärmare/högflödesinfusionssystem tecknas även ramavtal för förbrukning. Upphandlingen avser ett ramavtal för utrustning för blod- och vätskevärmare/ högflödesinfusionssystem samt option på moduler och/eller reservdelar tillhörande offererat blod- och vätskevärmare/högflödesinfusionssystem och serviceavtal för offererat blod- och vätskevärmare/högflödesinfusionssystem.   I fall det saknas befintligt avtal för förbrukning för det vinnande anbudet för blod- och vätskevärmare/högflödesinfusionssystem tecknas även ramavtal för förbrukning.,Region Västerbotten
Italy – Magnetic resonance unit,2026-01-29,ITA,,https://ted.europa.eu/en/notice/-/detail/850209-2025,850209-2025,33111610|33111610,Gara europea a procedura telematica aperta per l&#8217;affidamento della fornitura di una risonanza magnetica per le necessit&#224; del Dipartimento di Medicina di Precisione e Rigenerativa e Area Jonica (DiMePRe-J),Università degli studi di Bari
Italy – Miscellaneous medical devices and products,2026-02-12,ITA,,https://ted.europa.eu/en/notice/-/detail/850304-2025,850304-2025,33190000|33190000|33190000|33190000|33190000|33190000|33190000|33190000|33190000|33190000,"Microinfusore con corpo macchina non adeso al corpo e set infusivo visibile, integrato a CGM con vita utile <= 10 giorni, con algoritmo automatico di controllo dell'erogazione di insulina Microinfusore con corpo macchina non adeso al corpo e set infusivo visibile, integrato a CGM con vita utile > 10 giorni, con algoritmo automatico di controllo dell'erogazione di insulina Microinfusore con corpo macchina senza display, integrato a CGM con vita utile <= 10 giorni, con algoritmo automatico di controllo dell'erogazione di insulina (es. patch pump o analoghi) Microinfusore con corpo macchina senza display, integrato a CGM con vita utile > 10 giorni, con algoritmo automatico di controllo dell'erogazione di insulina (es. patch pump o analoghi) Microinfusore stand alone non adeso al corpo e set infusivo visibile Microinfusore stand alone con corpo macchina adeso al corpo (es. patch pump o analoghi) Sistema di monitoraggio del glucosio in continuo (CGM) non impiantabile con allarmi predittivi Sistema di monitoraggio del glucosio in continuo (CGM) impiantabile Sistema di monitoraggio del glucosio in continuo (CGM) senza allarmi predittivi",S.C.R. Piemonte S.p.A.
Latvia – Operating-theatre instruments,,LVA,,https://ted.europa.eu/en/notice/-/detail/850381-2025,850381-2025,33162200|33162200,,"Valsts sabiedrība ar ierobežotu atbildību ""Bērnu klīniskā universitātes slimnīca"""
"Austria – Sterilisation, disinfection and hygiene devices",2026-01-19,AUT,,https://ted.europa.eu/en/notice/-/detail/850403-2025,850403-2025,33191000|38000000|33191000|38000000,"Gegenstand des Vergabeverfahrens ist die Lieferung, Montage und Inbetriebnahme von Abfall-Dekontaminationsgeräten im Rahmen des gegenständlichen Projekts.",Wiener Gesundheitsverbund - Universitätsklinikum AKH Wien
