quality_score,notice_id,original_title,buyer_name,country,deadline,estimated_value_eur,tender_url,english_summary,what_they_want,eligibility_requirements,evaluation_criteria,language_detected
2,820918-2025,Croatia – Vascular prostheses,Klinički bolnički centar Zagreb,HRV,2025-12-23,,https://ted.europa.eu/en/notice/-/detail/820918-2025,This is a procurement tender issued by the Clinical Hospital Centre Zagreb in Croatia for implantable materials used in vascular surgery. The tender seeks to acquire vascular prostheses and related surgical implant materials.,Implantable materials for vascular surgery (ugradbeni materijal za vaskularnu kirurgiju) - vascular prostheses. No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Croatian
2,821151-2025,Germany – Splints,Jenaer Nahverkehr GmbH,DEU,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/821151-2025,"This is a tender for the supply of track superstructure materials for a railway triangle junction at Knebelstraße in Jena, Germany. The procurement is being conducted by Jenaer Nahverkehr GmbH, the local public transport company.",Track superstructure materials (Gleisoberbaumaterial) for railway infrastructure at Gleisdreieck Knebelstraße. No specific models or brands mentioned.,NOT FOUND,NOT FOUND,German
2,821345-2025,Czechia – Medical consumables,Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha,CZE,2026-02-02,,https://ted.europa.eu/en/notice/-/detail/821345-2025,This is a public tender for ongoing/continuous deliveries of medical consumable materials to the Central Military Hospital - Military University Hospital Prague in the Czech Republic. The procurement will be conducted in accordance with tender documentation and its annexes.,Medical consumable materials (spotřebního zdravotnického materiálu) for ongoing/continuous delivery to the hospital. Specific items not detailed in the notice.,NOT FOUND,NOT FOUND,Czech
2,821405-2025,Germany – Medical clothing,Kliniken der Stadt Köln gGmbH,DEU,2025-12-15,,https://ted.europa.eu/en/notice/-/detail/821405-2025,This is a procurement tender by Kliniken der Stadt Köln gGmbH (Cologne City Hospitals) for the acquisition of protective gowns for their hospital facilities.,Protective gowns (Schutzkitteln) for hospital use,NOT FOUND,NOT FOUND,German
2,821482-2025,"Belgium – Seats, chairs and related products, and associated parts",ASBL CHU HELORA,BEL,2026-01-08,,https://ted.europa.eu/en/notice/-/detail/821482-2025,"This is a tender for patient transfer and mobility equipment issued by CHU HELORA hospital in Belgium. The procurement covers various items including transfer chairs, transfer boards, hydraulic stretchers, electric stretchers, sliding sheets, and disposable stretcher sheets.","Transfer chairs (Chaises de transfert), transfer boards (Planches de transfert), hydraulic stretchers (Brancards hydrauliques), electric stretchers (Brancards électriques), sliding sheets (Draps de glisse), and disposable stretcher sheets (Draps de brancard jetables). No specific model numbers or brands mentioned.",NOT FOUND,NOT FOUND,French
2,821483-2025,Austria – Medical breathing devices,Stadt Wien - Wiener Gesundheitsverbund,AUT,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/821483-2025,"The Vienna Health Association is procuring delivery, installation, training, and commissioning of up to 6 jet ventilation devices for medical use in Vienna, Austria.","Up to 6 (six) jet ventilation devices (Jet-Beatmungsgeräten), including delivery, installation, user training, technician training (one-time call-off), and commissioning.",NOT FOUND,NOT FOUND,German
2,821557-2025,Austria – Operating techniques,Tirol Kliniken GmbH,AUT,,,https://ted.europa.eu/en/notice/-/detail/821557-2025,"Tirol Kliniken GmbH is conducting a market exploration for an ENT (ear, nose, throat) operating microscope for microsurgical procedures. They intend to publish a formal procurement procedure in 2026, and are currently inviting interested companies to express interest by January 12, 2026.","ENT operating microscope for microsurgical procedures with the following specifications: extendable and foldable viewing tubes with optical magnification changer, adjustable depth of field, fully integrated 4K camera, true color reproduction, motorized XYZ-axis control with position memory and focus point lock, and ability to retrofit ICG fluorescence visualization.",NOT FOUND,NOT FOUND,German
2,821689-2025,Poland – Medical equipments,Szpital Uniwersytecki im. K.Marcinkowskiego w Zielonej Górze sp. z o.o.,POL,2025-12-16,,https://ted.europa.eu/en/notice/-/detail/821689-2025,"This is a tender for successive deliveries of various interventional cardiology and vascular medical devices to a university hospital in Zielona Góra, Poland. The procurement is divided into multiple lots covering diagnostic catheters, stents, thrombectomy sets, embolization coils, balloon catheters, brain protection systems, and related equipment including accessories for an existing Mark7 Arterion contrast injector.",Diagnostic catheters for coronary angiography in difficult anatomy; low-profile thin-walled stents with biodegradable polymer; pulmonary thrombectomy sets; embolization coils; guidewires and balloon catheters; stents and catheters for atherectomy with medical device lease; brain protection systems; vascular closure systems; self-expanding stents for femoral and popliteal arteries coated with ePTFE; nitinol supports; hydrophilic guidewires; accessories for Mark7 Arterion contrast injector; angiography syringes; sterile drapes and disposable equipment sets.,NOT FOUND,NOT FOUND,Polish
2,821756-2025,Czechia – Medical consumables,Fakultní nemocnice u sv. Anny v Brně,CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/821756-2025,This is a procurement for continuous and repeated deliveries of electrodes for EEG brain activity monitoring over a 4-year period. A framework purchase agreement will be concluded with the winning bidder for these medical consumables lasting 4 years.,Electrodes for EEG (electroencephalography) brain activity monitoring,NOT FOUND,NOT FOUND,Czech
2,821796-2025,Bulgaria – Medical equipments,МИНИСТЕРСТВО НА ЗДРАВЕОПАЗВАНЕТО,BGR,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/821796-2025,"This is a public procurement tender by Bulgaria's Ministry of Health for medical equipment to strengthen the psychiatric care system across 22 facilities, funded under Bulgaria's Recovery and Resilience Plan. The tender is divided into 4 lots covering hospital room equipment (beds, anti-decubitus mattresses, bedside cabinets), defibrillators, ECG devices, and treatment room equipment (medical couches and cabinets).","Lot 1 - Hospital room equipment: 1,195 bedside cabinets, 1,195 anti-decubitus mattresses (124 Type 3, 239 Type 2, 832 Type 1), 1,195 hospital beds (124 Type 3, 239 Type 2, 832 Type 1); Lot 2 - 15 defibrillators for 15 facilities; Lot 3 - 15 ECG devices for 10 facilities; Lot 4 - Treatment room equipment: 89 medical couches, 92 medical cabinets. All lots include delivery, installation, calibration, commissioning, training (where applicable), and warranty maintenance.",NOT FOUND,NOT FOUND,Bulgarian
2,821902-2025,Spain – Bandages,"Dirección Gerencia de Mutualia, Mutua Colaboradora con la Seguridad Social nº 02",ESP,,,https://ted.europa.eu/en/notice/-/detail/821902-2025,"This is a procurement tender for the supply of consumable medical materials including gauze, dressings, bandages and splints issued by Mutualia, a Spanish social security mutual organization.","Consumable medical supplies including gauze (gasas), dressings (apósitos), bandages (vendas), and splints (férulas). No specific brands or model numbers mentioned.",NOT FOUND,NOT FOUND,Spanish
2,822576-2025,Czechia – Operating theatre devices and instruments,Kroměřížská nemocnice a.s.,CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/822576-2025,Kroměřížská nemocnice a.s. in Czechia is procuring a surgical tower that meets technical parameters specified in the tender documentation for operating theatre use.,Surgical tower (chirurgická věž) compliant with technical parameters detailed in tender documentation,NOT FOUND,NOT FOUND,Czech
2,822742-2025,Czechia – Renal dialysis consumables,Ústřední vojenská nemocnice - Vojenská fakultní nemocnice Praha,CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/822742-2025,"This is a 4-year procurement for ongoing supplies of consumable medical materials for dialysis machines, in vitro diagnostic medical devices, and possibly medicinal products for home hemodialysis, including equipment rental and commissioning for patients undergoing this type of treatment.","Consumable medical materials for dialysis machines, in vitro diagnostic medical devices, medicinal products for home hemodialysis, dialysis equipment rental, and equipment commissioning/installation services for home hemodialysis patients over a 4-year period.",NOT FOUND,NOT FOUND,Czech
2,822755-2025,Czechia – Medical equipments,Všeobecná fakultní nemocnice v Praze,CZE,2026-01-14,,https://ted.europa.eu/en/notice/-/detail/822755-2025,"This is a tender for the supply of an ophthalmic applicator for the General University Hospital in Prague, Czech Republic.",Ophthalmic applicator (eye applicator device),NOT FOUND,NOT FOUND,Czech
2,822814-2025,Poland – Surgical lights,Samodzielny Publiczny Zakład Opieki Zdrowotnej Centralny Szpital Kliniczny w Łodzi,POL,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/822814-2025,"This is a tender for the delivery of 2 surgical lamps for the Operating Block at the Central Clinical Hospital of Medical University in Łódź, Poland, as part of the CKD 2 project. Bidders must complete and submit the technical parameters attachment (Appendix No. 2) with their offer, as failure to do so will result in rejection.",2 units of surgical/operating lamps (Lampy operacyjne) for the Operating Block,NOT FOUND,NOT FOUND,Polish
2,823001-2025,Sweden – Medical equipments,Västra Götalandsregionen,SWE,,,https://ted.europa.eu/en/notice/-/detail/823001-2025,This is a Request for Information (RFI) from the Västra Götaland Region in Sweden ahead of a planned procurement of syringe and volume pumps scheduled for 2026.,Syringe pumps and volume pumps (infusion pumps),NOT FOUND,NOT FOUND,Swedish
2,823511-2025,Italy – Medical furniture,Direzione Generale Stazione Unica Appaltante della Regione Basilicata - Ufficio Centrale di Committenza e Soggetto Aggregatore,ITA,2026-01-20,,https://ted.europa.eu/en/notice/-/detail/823511-2025,"This is a tender from the Basilicata Regional Health Authority in Italy for the procurement of medical environment furniture and office furniture, including household electrical appliances for healthcare facilities.","Medical environment furniture (arredi per ambienti sanitari) and office furniture including household electrical appliances (arredi per uffici, incluso apparecchi elettrodomestici)",NOT FOUND,NOT FOUND,Italian
2,823601-2025,Latvia – Medical equipments,Valsts sabiedrība ar ierobežotu atbildību “Traumatoloģijas un ortopēdijas slimnīca”,LVA,,,https://ted.europa.eu/en/notice/-/detail/823601-2025,This is a tender from the Traumatology and Orthopedics Hospital in Latvia for the supply of arthroscopic implants under consignment terms. The procurement is specifically for medical implants used in arthroscopic procedures.,Arthroscopic implants to be supplied under consignment arrangements (stock-and-use basis),NOT FOUND,NOT FOUND,Latvian
2,823776-2025,Latvia – Medical equipments,"Valsts sabiedrība ar ierobežotu atbildību ""Paula Stradiņa klīniskā universitātes slimnīca""",LVA,,,https://ted.europa.eu/en/notice/-/detail/823776-2025,This is a tender for the supply of single-use stereotactic vacuum biopsy accessories compatible with Hologic Selenia Dimension equipment for Paula Stradiņa Clinical University Hospital in Latvia.,Single-use stereotactic vacuum biopsy accessories compatible with Hologic Selenia Dimension equipment,NOT FOUND,NOT FOUND,Latvian
2,823821-2025,Denmark – Dental consumables,Københavns Kommune - Sundheds- og Omsorgsforvaltningen,DNK,,,https://ted.europa.eu/en/notice/-/detail/823821-2025,"This tender is for the procurement of dental consumables for the Children's, Youth, and Adult Dental Care services in Copenhagen Municipality. The services operate 38 dental clinics serving approximately 137,000 children and youth aged 0-21 years, plus elderly and disabled adults, with around 350 staff members. The procurement covers 16 product categories including impressions, bonding materials, drills, cements, disinfection, endodontics, disposables, preventive care, filling materials, injections, instruments, x-ray, and other dental supplies.","Dental consumables across 16 product categories: 1) Impressions (Aftryk), 2) Bonding/enamel/dentin, 3) Drills (Bor), 4) Cementation, 5) Disinfection and sterilization, 6) Endodontics, 7) Disposable items, 8) Preventive care/prophylaxis, 9) Filling aids, 10) Filling materials, 11) Injection supplies, 12) Hand instruments, 13) Toys (small gifts), 14) Provisionals, 15) X-ray supplies, 16) Drying/isolation materials. This is structured as an assortment tender (sortimentsudbud).",NOT FOUND,NOT FOUND,Danish
2,824033-2025,Italy – Ophthalmology equipment,AZIENDA SOCIOSANITARIA LIGURE 5,ITA,2026-01-23,,https://ted.europa.eu/en/notice/-/detail/824033-2025,"This is an open procedure European tender for a 5-year rental contract of one ophthalmic surgical microscope with 3D imaging and integrated optical coherence tomography (OCT) system. The equipment will be used in the Ophthalmology operating room at San Bartolomeo Hospital in Sarzana, and includes full-risk maintenance and assistance services.","1 ophthalmic surgical microscope with three-dimensional (3D) image generation and integrated optical coherence tomography (OCT) system, including full-risk maintenance and assistance services for 5 years.",NOT FOUND,NOT FOUND,Italian
2,824093-2025,Sweden – Medical consumables,Region Västernorrland,SWE,2026-01-31,,https://ted.europa.eu/en/notice/-/detail/824093-2025,"This procurement is for tracheostomy cannula products and products for laryngectomy patients, with home delivery to private individuals required for both tender areas.","Tracheostomy cannula products (Trakealkanylprodukter) and products for laryngectomized patients, with home delivery service to private individuals for both product areas.",NOT FOUND,NOT FOUND,Swedish
2,824178-2025,Poland – Medical consumables,Uniwersyteckie Centrum Kliniczne Warszawskiego Uniwersytetu Medycznego,POL,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/824178-2025,"This tender is for the successive delivery of sets/kits for performing atrial fibrillation treatment procedures using PFA (Pulsed Field Ablation) method and 3D system, along with console lease. The procurement is issued by the University Clinical Center of the Medical University of Warsaw in Poland.","Sets/kits for atrial fibrillation treatment procedures using PFA (Pulsed Field Ablation) method with 3D system integration, including console lease. Detailed specifications are in Attachment No. 2 (assortment and price form).",NOT FOUND,NOT FOUND,Polish
2,824261-2025,Norway – Coelioscopy devices,SYKEHUSINNKJØP HF,NOR,,,https://ted.europa.eu/en/notice/-/detail/824261-2025,Sykehusinnkjøp HF in Norway is preparing a regional procurement for stapling and laparoscopy devices for hospitals in Helse Midt-Norway. This is a pre-tender market consultation requesting supplier feedback before the official tender is announced.,Stapling and laparoscopy (coelioscopy) devices for regional hospital use,NOT FOUND,NOT FOUND,English
2,824289-2025,Finland – Cleaning and polishing products,Servica Oy,FIN,2026-01-26,,https://ted.europa.eu/en/notice/-/detail/824289-2025,"Servica Oy is procuring disinfection, hygiene, and cleaning products for the North Savo wellbeing services county, South Savo wellbeing services county, ISLAB wellbeing services joint authority, and Servica Oy itself. The procurement aims to obtain suitable, high-quality products with good delivery reliability for when needed.","1. Washing liquids, 2. Stands/racks, 3. Skin lotions, 4. Washing lotions, 5. Personal hygiene products for manufacturer-specific dispensers, 6. Other personal hygiene products, 7. Disinfectant wipes and cloths, 8. Disinfectants (1), 9. Disinfectants (2)",NOT FOUND,NOT FOUND,Finnish
2,824522-2025,Czechia – Devices and instruments for infusion,Kroměřížská nemocnice a.s.,CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/824522-2025,"This is a tender for infusion devices and instruments for Kroměřížská Hospital in Czechia. The procurement covers 16 linear dosing devices, 16 infusion pumps, 4 control units, 8 docking stations (including appropriate extensions), and 1 central monitoring station that must meet technical parameters specified in the tender documentation.","16 units of linear dosing devices (lineární dávkovače), 16 units of infusion pumps (infuzní pumpy), 4 units of control units (řídící jednotky), 8 units of docking stations with appropriate extensions (dokovací stanice), and 1 unit of central monitoring station (centrální monitorovací stanice). All medical equipment must meet technical parameters specified in tender documentation.",NOT FOUND,NOT FOUND,Czech
2,824610-2025,Czechia – Electrocardiogram,Kroměřížská nemocnice a.s.,CZE,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/824610-2025,This is a tender for the supply of electrocardiograph devices to Kroměřížská Hospital in the Czech Republic. The procurement involves two types of ECG machines with different lead configurations.,5 units of 12-lead electrocardiographs and 2 units of 18-lead electrocardiographs,NOT FOUND,NOT FOUND,Czech
2,824734-2025,Estonia – Disposable non-chemical medical consumables and haematological consumables,sihtasutus Tartu Ülikooli Kliinikum,EST,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/824734-2025,Tartu University Hospital in Estonia is procuring disposable non-chemical medical consumables and haematological consumables. The detailed description and qualification requirements are referenced in Appendix 1 of the tender documents.,Disposable non-chemical medical consumables and haematological consumables (specific items detailed in Appendix 1 of tender documents),NOT FOUND,NOT FOUND,Estonian
2,824766-2025,Czechia – Anaesthesia devices,Všeobecná fakultní nemocnice v Praze,CZE,2026-01-09,,https://ted.europa.eu/en/notice/-/detail/824766-2025,"This is a tender for the procurement of 2 units of higher-class anaesthesia devices for the General University Hospital in Prague, Czech Republic. The specific requirements and obligations are defined in the attached draft contract which is appendix 2 of the tender conditions.",2 units of higher-class anaesthesia devices (anesteziologické přístroje vyšší třídy),NOT FOUND,NOT FOUND,Czech
2,824960-2025,Finland – Autoclaves,Senaatti-kiinteistöt,FIN,2026-01-29,,https://ted.europa.eu/en/notice/-/detail/824960-2025,"Senaatti-kiinteistöt is procuring the replacement of 7 autoclaves for Finnish Food Authority facilities in Helsinki. The existing autoclaves have reached end-of-life and include both destruction autoclaves for BSL-3 laboratories and standard laboratory autoclaves for sterilization, with installation planned between November 2026 and November 2027.","Replacement of 7 autoclaves in two main types: (1) destruction autoclaves for BSL-3 biosafety laboratories to handle and destroy hazardous biological waste, and (2) standard laboratory autoclaves for sterilizing instruments and preparing culture media. Specific units: AKL 17 BSL, AKL 9 BSL, AKL 8 BSL, AKL 10 BSL, AKL 12, AKL 16, AKL 7 BSL. Installation locations are existing sites at Mustialankatu 3, 00790 Helsinki, with capacity limited by existing technical connections.",NOT FOUND,NOT FOUND,Finnish
2,825096-2025,Czechia – Monitors,Kroměřížská nemocnice a.s.,CZE,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/825096-2025,"This is a tender for the supply of patient monitoring equipment to Kroměřížská nemocnice hospital in Czech Republic. The procurement includes 5 modular vital signs monitors, 2 transport monitors, 5 invasive blood pressure (IBP) modules for each modular monitor, and a central monitoring station with printer.","5 units of modular vital signs monitors, 2 units of transport vital signs monitors, 5 units of IBP (invasive blood pressure) modules for each modular monitor, and 1 central monitoring station with printer. All equipment must meet technical parameters specified in the tender documentation.",NOT FOUND,NOT FOUND,Czech
2,825424-2025,Greece – Medical kits,Π.Γ.Ν. ΛΑΡΙΣΑΣ,GRC,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/825424-2025,"This is a tender by the General Hospital of Larissa, Greece for the procurement of a modern surgical microscope system and a modern surgical laser system.",Modern surgical microscope system (ΣΥΓΧΡΟΝΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΕΙΡΟΥΡΓΙΚΟΥ ΜΙΚΡΟΣΚΟΠΙΟΥ) and modern surgical laser system (ΣΥΓΧΡΟΝΟΥ ΣΥΣΤΗΜΑΤΟΣ ΧΕΙΡΟΥΡΓΙΚΟΥ LASER). No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Greek
2,825532-2025,Poland – Angiography devices,4. Wojskowy Szpital Kliniczny z Polikliniką Samodzielny Publiczny Zakład Opieki Zdrowotnej we Wrocławiu,POL,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/825532-2025,"This is a tender for the supply and installation of angiography devices along with room adaptation works at a military clinical hospital in Wrocław, Poland. The project is part of the National Recovery and Resilience Plan and includes replacement of angiographs in the cardiac surgery hybrid room, hemodynamics laboratory, electrophysiology laboratory, and purchase of a new angiograph for the hemodynamics laboratory, all with associated room modernization and adaptation works.","Angiography devices (angiographs) including: X-ray apparatus (CPV 33111000-1), angiography devices (CPV 33111720-4), and digital angiography devices (CPV 33111721-1). The procurement includes four installations: replacement angiograph for hybrid cardiac surgery room, replacement angiograph for hemodynamics laboratory, replacement angiograph for electrophysiology laboratory, and new angiograph for hemodynamics laboratory. Also includes associated construction works, room adaptations, architectural and engineering services, installation works (electrical, plumbing, sanitary), laboratory furniture, and medical gases.",NOT FOUND,NOT FOUND,Polish
2,825588-2025,Germany – Medical equipments,Klinikum Bielefeld gem.GmbH,DEU,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/825588-2025,This is a procurement tender for a computed tomography (CT) scanner for the NIZ (likely a neurological/imaging center) at Klinikum Bielefeld hospital in Germany.,Computed tomography scanner (Computertomograph) for the NIZ facility,NOT FOUND,NOT FOUND,German
2,825792-2025,Finland – Gas-therapy and respiratory devices,Österbottens välfärdsområde - Pohjanmaan hyvinvointialue,FIN,2026-01-21,,https://ted.europa.eu/en/notice/-/detail/825792-2025,"This is a tender for gas-therapy and respiratory devices issued by the Ostrobothnia wellbeing services county in Finland. The procurement covers CPAP devices, bi-level ventilators, oxygen concentrators, and respiratory masks with associated consumables, with contract starting April 1, 2026 through March 31, 2028, then continuing indefinitely.",CPAP devices with related consumables; bi-level pressure ventilators (dual-pressure ventilators) with related consumables; oxygen concentrators with related consumables; respiratory device masks. One supplier will be selected for each product category.,NOT FOUND,NOT FOUND,Finnish
2,825995-2025,France – Orthopaedic implants,Centre Hospitalier Universitaire de Nantes,FRA,2026-02-04,,https://ted.europa.eu/en/notice/-/detail/825995-2025,This is a tender for orthopaedic implants issued by the University Hospital of Nantes in France. The detailed specifications of the lots are provided in the needs catalogue included in the consultation documents.,"Orthopaedic implants (specific types, models, and brands to be detailed in the consultation catalogue/tender documents)",NOT FOUND,NOT FOUND,French
2,826022-2025,Poland – Miscellaneous medical devices and products,Rządowa Agencja Rezerw Strategicznych,POL,2025-12-17,,https://ted.europa.eu/en/notice/-/detail/826022-2025,"This tender is for the supply and installation of medical equipment to convert four ERJ190-200 aircraft into air medical evacuation aircraft, including 6 intensive care stations and 16 non-intensive care bed stations across 5 different configurations. The project includes provision of medical equipment, preparation of certification documentation, and obtaining Supplemental Type Certificate (STC) approval for the aircraft modifications.","Medical equipment and additional equipment for air medical evacuation for four ERJ190-200 aircraft (serial numbers: 19000415, 19000444, 19000462, and 19000516), comprising equipment for 6 intensive care stations and 16 non-intensive care bed stations in 5 different configurations, along with complete certification documentation and Supplemental Type Certificate (STC) approval for aircraft modifications.",NOT FOUND,NOT FOUND,English
2,826127-2025,Finland – Medical equipments,Keski-Suomen hyvinvointialue,FIN,2026-01-19,,https://ted.europa.eu/en/notice/-/detail/826127-2025,"This is a tender for medical equipment by the Central Finland Wellbeing Services County. The specific products to be procured are listed in an Excel attachment (Attachment 1 Tender Form), with detailed requirements described in the request for proposals and its attachments.","Medical equipment products as specified in Excel attachment (Liite 1 Tarjouslomake/Attachment 1 Tender Form). Specific devices, models or brands are not mentioned in this notice.",NOT FOUND,NOT FOUND,Finnish
2,826188-2025,Spain – Syringes,Servizo Galego de Saúde. Área Sanitaria de Ferrol,ESP,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/826188-2025,"This is a tender for various types of syringes and needles by the Galician Health Service for the Ferrol Health Area in Spain. The procurement includes insulin syringes with safety devices, fistula needles, lancets, various syringe types, bioconnectors, and pre-filled saline syringes.",Insulin syringes with needle and biosafety device; fenestrated and non-fenestrated fistula needles with biosafety device; blade-type manual analysis lancets with biosafety device for metabolic tests; two-body luer lock syringes; 1 ml insulin syringes without needle; three-body catheter tip syringes 100 ml; heparinized blood gas syringes without needle; bidirectional needleless split septum valve bioconnectors for intravenous access; pre-filled syringes with saline solution (sodium chloride/physiological serum),NOT FOUND,NOT FOUND,Spanish
2,826241-2025,Germany – Hospital beds,Klinikum Region Hannover GmbH,DEU,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/826241-2025,"This is a procurement tender for hospital beds and bedside tables for Klinikum Region Hannover GmbH, a hospital group in the Hannover region of Germany.",Hospital beds (Klinikbetten) and bedside tables (Nachtischen),NOT FOUND,NOT FOUND,German
2,826272-2025,"Spain – Leather and textile fabrics, plastic and rubber materials",Subdirección General de Análisis Presupuestario y Gestión Financiera del Instituto de Mayores y Servicios Sociales,ESP,,,https://ted.europa.eu/en/notice/-/detail/826272-2025,"This is a procurement tender by Spain's Institute for the Elderly and Social Services for supplies across four lots: cleaning products and materials, personal hygiene products and materials, laundry products and materials, and clinical-sanitary products and materials.",Lot 1: Cleaning products and materials; Lot 2: Personal hygiene products and materials; Lot 3: Laundry products and materials; Lot 4: Clinical-sanitary products and materials. No specific model numbers or brands mentioned.,NOT FOUND,NOT FOUND,Spanish
2,826296-2025,Croatia – Medical consumables,Klinički bolnički centar Osijek,HRV,2025-12-22,,https://ted.europa.eu/en/notice/-/detail/826296-2025,"This is a public tender issued by the Clinical Hospital Center Osijek in Croatia for the procurement of medical consumables. The notice repeatedly lists ""Potrošni medicinski materijal"" (medical consumables) but does not provide specific details about the types or quantities required.","Medical consumables (Potrošni medicinski materijal) - specific items, quantities, models or brands are not specified in the notice provided.",NOT FOUND,NOT FOUND,Croatian
2,826363-2025,Poland – Miscellaneous medical devices and products,Szpital Kliniczny im. Karola Jonschera Uniwersytetu Medycznego im. Karola Marcinkowskiego w Poznaniu,POL,2026-01-12,,https://ted.europa.eu/en/notice/-/detail/826363-2025,"This is a procurement tender by Karol Jonscher Clinical Hospital of the Medical University in Poznań, Poland for the purchase of miscellaneous small medical equipment divided into 10 packages. The items include electrodes, disposable blankets, sensors, and similar medical supplies as detailed in Annex 1.","Small medical equipment including electrodes, disposable blankets, sensors, and similar items, divided into 10 packages with detailed specifications in Annex 1.",NOT FOUND,NOT FOUND,Polish
2,826405-2025,Czechia – Medical equipments,"Krajská nemocnice T. Bati, a. s.",CZE,2026-01-13,,https://ted.europa.eu/en/notice/-/detail/826405-2025,"This tender is for the supply of 1 C-arm fluoroscopy system for abdominal imaging, including delivery, installation, commissioning, staff training, 24-month warranty service, and post-warranty service. The procurement is part of a project for developing highly specialized oncology care funded by the EU Recovery and Resilience Facility.","1 unit of C-arm fluoroscopy system for abdominal imaging (C-Rameno pro břišní zobrazení), including transport to buyer's premises, professional installation and commissioning, operator training, 24-month free warranty service, and post-warranty service according to buyer's needs.",NOT FOUND,NOT FOUND,Czech
2,826419-2025,"France – Medical equipments, pharmaceuticals and personal care products",RESAH,FRA,2026-01-16,,https://ted.europa.eu/en/notice/-/detail/826419-2025,"This is a French public tender for the procurement of various types of wheelchairs and mobility aids for both adults and children, including manual wheelchairs, electric wheelchairs, specialized pediatric pushchairs, standing wheelchairs, all-terrain wheelchairs, walkers, rollators, transfer chairs, accessibility ramps, and stair climbing equipment.","Manual wheelchairs (adult and pediatric), medicalized shell chairs (adult and pediatric), specialized pediatric pushchairs, electric wheelchairs (adult and pediatric), standing wheelchairs/verticalizers (adult and pediatric), all-terrain wheelchairs (adult and pediatric), water access wheelchairs, non-magnetic wheelchairs, transfer chairs, pediatric walkers/walking aids, standing walkers, rollators, bariatric rollators, standard PMR threshold ramps, wheelchair lifting platforms, tracked stair climbers for wheelchairs, wheelchair stair lifts.",NOT FOUND,NOT FOUND,French
2,826532-2025,Italy – Miscellaneous medical devices and products,ASL VCO,ITA,2026-01-30,,https://ted.europa.eu/en/notice/-/detail/826532-2025,"This tender is for the procurement of various types of urological and gastric catheters, drainage systems, and urine collection bags. The procurement includes Foley catheters in different materials (silicone, latex), sizes and configurations, as well as associated accessories like collection bags, feeding tubes, and gastric lavage equipment.","Foley bladder catheters in silicone (2-way, CH 6-24); Foley catheters in siliconized latex (2-way and 3-way, CH 6-24); Tiemann tip Foley catheters; bladder catheters without balloon (Tiemann, Mercier, Nelaton, Couvelaire types); self-lubricating catheters; Dufour 3-way catheters (latex-coated and latex-free); neobladder catheters; intermittent catheterization catheters; ureterocutaneostomy catheters; catheter accessories (caps, clamps, valves); rectal probes; fecal incontinence systems (Flexi-Seal type); Blakemore probe; catheterization sets; urodynamic catheters; urethral dilators; silicone and latex urinary sheaths; Levin duodenal probe; polyurethane feeding tubes; gastric lavage tubes and kits; gastric calibration probes; Salem nasogastric tubes; esophageal/rectal temperature probes; bladder temperature Foley catheters; bladder pressure measurement devices; sterile and non-sterile urine collection bags (various capacities and types including leg bags, pediatric, premature infant); closed-circuit urological irrigation collection systems (5,000-14,000 ml capacity); closed hourly diuresis measurement systems (adult and pediatric).",NOT FOUND,NOT FOUND,Italian
